729C011	T	Start Streaming
9936035	S	C01,P02,DPD,ET 36.00 sec,T 4.00 sec,DL 36.49834 dPa
D437035	S	C01,P02,DPD,ET 36.05 sec,T 3.95 sec,DL 36.70382 dPa
D738035	S	C01,P02,DPD,ET 36.10 sec,T 3.90 sec,DL 36.94141 dPa
AC39035	S	C01,P02,DPD,ET 36.15 sec,T 3.85 sec,DL 37.22394 dPa
E53A035	S	C01,P02,DPD,ET 36.20 sec,T 3.80 sec,DL 37.73122 dPa
E93B035	S	C01,P02,DPD,ET 36.25 sec,T 3.75 sec,DL 38.19997 dPa
7A3C035	S	C01,P02,DPD,ET 36.30 sec,T 3.70 sec,DL 38.61735 dPa
F33D035	S	C01,P02,DPD,ET 36.35 sec,T 3.65 sec,DL 38.90631 dPa
773E035	S	C01,P02,DPD,ET 36.40 sec,T 3.60 sec,DL 39.24663 dPa
7C3F035	S	C01,P02,DPD,ET 36.45 sec,T 3.55 sec,DL 39.43285 dPa
4040035	S	C01,P02,DPD,ET 36.50 sec,T 3.50 sec,DL 39.72180 dPa
5A41035	S	C01,P02,DPD,ET 36.55 sec,T 3.45 sec,DL 39.87591 dPa
DB42035	S	C01,P02,DPD,ET 36.60 sec,T 3.40 sec,DL 40.03644 dPa
2243035	S	C01,P02,DPD,ET 36.65 sec,T 3.35 sec,DL 40.35108 dPa
4644035	S	C01,P02,DPD,ET 36.70 sec,T 3.30 sec,DL 40.74278 dPa
C845035	S	C01,P02,DPD,ET 36.75 sec,T 3.25 sec,DL 40.94826 dPa
2E46035	S	C01,P02,DPD,ET 36.80 sec,T 3.20 sec,DL 41.12805 dPa
0147035	S	C01,P02,DPD,ET 36.85 sec,T 3.15 sec,DL 41.46838 dPa
F848035	S	C01,P02,DPD,ET 36.90 sec,T 3.10 sec,DL 42.02061 dPa
CE49035	S	C01,P02,DPD,ET 36.95 sec,T 3.05 sec,DL 42.34809 dPa
AA4A035	S	C01,P02,DPD,ET 37.00 sec,T 3.00 sec,DL 42.58568 dPa
CB4B035	S	C01,P02,DPD,ET 37.05 sec,T 2.95 sec,DL 42.81684 dPa
114C035	S	C01,P02,DPD,ET 37.10 sec,T 2.90 sec,DL 43.19570 dPa
AF4D035	S	C01,P02,DPD,ET 37.15 sec,T 2.85 sec,DL 43.54887 dPa
C74E035	S	C01,P02,DPD,ET 37.20 sec,T 2.80 sec,DL 43.92772 dPa
974F035	S	C01,P02,DPD,ET 37.25 sec,T 2.75 sec,DL 44.08183 dPa
4A50035	S	C01,P02,DPD,ET 37.30 sec,T 2.70 sec,DL 44.35152 dPa
0951035	S	C01,P02,DPD,ET 37.35 sec,T 2.65 sec,DL 44.61479 dPa
0F52035	S	C01,P02,DPD,ET 37.40 sec,T 2.60 sec,DL 44.94869 dPa
8453035	S	C01,P02,DPD,ET 37.45 sec,T 2.55 sec,DL 45.21197 dPa
A554035	S	C01,P02,DPD,ET 37.50 sec,T 2.50 sec,DL 45.50734 dPa
E755035	S	C01,P02,DPD,ET 37.55 sec,T 2.45 sec,DL 45.84125 dPa
EC56035	S	C01,P02,DPD,ET 37.60 sec,T 2.40 sec,DL 45.98252 dPa
0657035	S	C01,P02,DPD,ET 37.65 sec,T 2.35 sec,DL 46.45769 dPa
3A58035	S	C01,P02,DPD,ET 37.70 sec,T 2.30 sec,DL 46.77233 dPa
EB59035	S	C01,P02,DPD,ET 37.75 sec,T 2.25 sec,DL 47.18971 dPa
EA5A035	S	C01,P02,DPD,ET 37.80 sec,T 2.20 sec,DL 47.47224 dPa
A85B035	S	C01,P02,DPD,ET 37.85 sec,T 2.15 sec,DL 47.66488 dPa
A75C035	S	C01,P02,DPD,ET 37.90 sec,T 2.10 sec,DL 48.29416 dPa
385D035	S	C01,P02,DPD,ET 37.95 sec,T 2.05 sec,DL 48.42901 dPa
B15E035	S	C01,P02,DPD,ET 38.00 sec,T 2.00 sec,DL 48.91702 dPa
715F035	S	C01,P02,DPD,ET 38.05 sec,T 1.95 sec,DL 49.12892 dPa
6160035	S	C01,P02,DPD,ET 38.10 sec,T 1.90 sec,DL 49.32798 dPa
5261035	S	C01,P02,DPD,ET 38.15 sec,T 1.85 sec,DL 49.86095 dPa
3D62035	S	C01,P02,DPD,ET 38.20 sec,T 1.80 sec,DL 50.23338 dPa
4563035	S	C01,P02,DPD,ET 38.25 sec,T 1.75 sec,DL 50.35538 dPa
8764035	S	C01,P02,DPD,ET 38.30 sec,T 1.70 sec,DL 50.61865 dPa
7365035	S	C01,P02,DPD,ET 38.35 sec,T 1.65 sec,DL 51.07456 dPa
5866035	S	C01,P02,DPD,ET 38.40 sec,T 1.60 sec,DL 51.33141 dPa
C267035	S	C01,P02,DPD,ET 38.45 sec,T 1.55 sec,DL 51.60752 dPa
6068035	S	C01,P02,DPD,ET 38.50 sec,T 1.50 sec,DL 51.92859 dPa
CE69035	S	C01,P02,DPD,ET 38.55 sec,T 1.45 sec,DL 52.16617 dPa
AF6A035	S	C01,P02,DPD,ET 38.60 sec,T 1.40 sec,DL 52.54502 dPa
4E6B035	S	C01,P02,DPD,ET 38.65 sec,T 1.35 sec,DL 52.76335 dPa
E76C035	S	C01,P02,DPD,ET 38.70 sec,T 1.30 sec,DL 53.02662 dPa
956D035	S	C01,P02,DPD,ET 38.75 sec,T 1.25 sec,DL 53.42473 dPa
696E035	S	C01,P02,DPD,ET 38.80 sec,T 1.20 sec,DL 53.68801 dPa
856F035	S	C01,P02,DPD,ET 38.85 sec,T 1.15 sec,DL 54.07328 dPa
F570035	S	C01,P02,DPD,ET 38.90 sec,T 1.10 sec,DL 54.25950 dPa
6671035	S	C01,P02,DPD,ET 38.95 sec,T 1.05 sec,DL 54.56130 dPa
B072035	S	C01,P02,DPD,ET 39.00 sec,T 1.00 sec,DL 55.03005 dPa
3D73035	S	C01,P02,DPD,ET 39.05 sec,T 0.95 sec,DL 55.34469 dPa
A274035	S	C01,P02,DPD,ET 39.10 sec,T 0.90 sec,DL 55.69786 dPa
7F75035	S	C01,P02,DPD,ET 39.15 sec,T 0.85 sec,DL 55.96113 dPa
AF76035	S	C01,P02,DPD,ET 39.20 sec,T 0.80 sec,DL 56.41703 dPa
3577035	S	C01,P02,DPD,ET 39.25 sec,T 0.75 sec,DL 56.71883 dPa
8E78035	S	C01,P02,DPD,ET 39.30 sec,T 0.70 sec,DL 57.00779 dPa
2B79035	S	C01,P02,DPD,ET 39.35 sec,T 0.65 sec,DL 57.34812 dPa
A97A035	S	C01,P02,DPD,ET 39.40 sec,T 0.60 sec,DL 57.67560 dPa
E67B035	S	C01,P02,DPD,ET 39.45 sec,T 0.55 sec,DL 57.88108 dPa
4C7C035	S	C01,P02,DPD,ET 39.50 sec,T 0.50 sec,DL 58.38193 dPa
117D035	S	C01,P02,DPD,ET 39.55 sec,T 0.45 sec,DL 58.57457 dPa
E07E035	S	C01,P02,DPD,ET 39.60 sec,T 0.40 sec,DL 58.99195 dPa
7F7F035	S	C01,P02,DPD,ET 39.65 sec,T 0.35 sec,DL 59.33228 dPa
D580035	S	C01,P02,DPD,ET 39.70 sec,T 0.30 sec,DL 59.62123 dPa
E481035	S	C01,P02,DPD,ET 39.75 sec,T 0.25 sec,DL 59.85882 dPa
EB82035	S	C01,P02,DPD,ET 39.80 sec,T 0.20 sec,DL 60.18630 dPa
AB83035	S	C01,P02,DPD,ET 39.85 sec,T 0.15 sec,DL 60.71285 dPa
E684035	S	C01,P02,DPD,ET 39.90 sec,T 0.10 sec,DL 61.01464 dPa
8585035	S	C01,P02,DPD,ET 39.95 sec,T 0.05 sec,DL 61.38066 dPa
2186034	S	C01,P02,EXH,ET 40.00 sec,T 5.50 sec,P -0.00003 bar
6687034	S	C01,P02,EXH,ET 40.05 sec,T 5.45 sec,P -0.00003 bar
1788034	S	C01,P02,EXH,ET 40.10 sec,T 5.40 sec,P 1.417818 bar
E289034	S	C01,P02,EXH,ET 40.15 sec,T 5.35 sec,P 1.210252 bar
798A034	S	C01,P02,EXH,ET 40.20 sec,T 5.30 sec,P 0.985689 bar
138B034	S	C01,P02,EXH,ET 40.25 sec,T 5.25 sec,P 0.795791 bar
8A8C034	S	C01,P02,EXH,ET 40.30 sec,T 5.20 sec,P 0.634489 bar
1B8D034	S	C01,P02,EXH,ET 40.35 sec,T 5.15 sec,P 0.500051 bar
2E8E034	S	C01,P02,EXH,ET 40.40 sec,T 5.10 sec,P 0.387925 bar
4C8F034	S	C01,P02,EXH,ET 40.45 sec,T 5.05 sec,P 0.293524 bar
3090034	S	C01,P02,EXH,ET 40.50 sec,T 5.00 sec,P 0.218556 bar
3391034	S	C01,P02,EXH,ET 40.55 sec,T 4.95 sec,P 0.158519 bar
AE92034	S	C01,P02,EXH,ET 40.60 sec,T 4.90 sec,P 0.111805 bar
4D93034	S	C01,P02,EXH,ET 40.65 sec,T 4.85 sec,P 0.075145 bar
6C94034	S	C01,P02,EXH,ET 40.70 sec,T 4.80 sec,P 0.047442 bar
EE95034	S	C01,P02,EXH,ET 40.75 sec,T 4.75 sec,P 0.027813 bar
4C96034	S	C01,P02,EXH,ET 40.80 sec,T 4.70 sec,P 0.014774 bar
4F97034	S	C01,P02,EXH,ET 40.85 sec,T 4.65 sec,P 0.006711 bar
3198034	S	C01,P02,EXH,ET 40.90 sec,T 4.60 sec,P 0.002308 bar
9E99034	S	C01,P02,EXH,ET 40.95 sec,T 4.55 sec,P 0.000561 bar
409A034	S	C01,P02,EXH,ET 41.00 sec,T 4.50 sec,P -0.00003 bar
E09B034	S	C01,P02,EXH,ET 41.05 sec,T 4.45 sec,P -0.00002 bar
CE9C034	S	C01,P02,EXH,ET 41.10 sec,T 4.40 sec,P 0.000004 bar
319D034	S	C01,P02,EXH,ET 41.15 sec,T 4.35 sec,P 0.000007 bar
189E034	S	C01,P02,EXH,ET 41.20 sec,T 4.30 sec,P 0.000013 bar
559F034	S	C01,P02,EXH,ET 41.25 sec,T 4.25 sec,P 0.000017 bar
AEA0034	S	C01,P02,EXH,ET 41.30 sec,T 4.20 sec,P 0.000020 bar
E9A1034	S	C01,P02,EXH,ET 41.35 sec,T 4.15 sec,P 0.000024 bar
55A2034	S	C01,P02,EXH,ET 41.40 sec,T 4.10 sec,P 0.000030 bar
70A3034	S	C01,P02,EXH,ET 41.45 sec,T 4.05 sec,P 0.000026 bar
C0A4034	S	C01,P02,EXH,ET 41.50 sec,T 4.00 sec,P 0.000014 bar
D8A5034	S	C01,P02,EXH,ET 41.55 sec,T 3.95 sec,P 0.000005 bar
3FA6034	S	C01,P02,EXH,ET 41.60 sec,T 3.90 sec,P 0.000000 bar
9AA7034	S	C01,P02,EXH,ET 41.65 sec,T 3.85 sec,P -0.00000 bar
8FA8034	S	C01,P02,EXH,ET 41.70 sec,T 3.80 sec,P -0.00000 bar
6CA9034	S	C01,P02,EXH,ET 41.75 sec,T 3.75 sec,P -0.00000 bar
84AA034	S	C01,P02,EXH,ET 41.80 sec,T 3.70 sec,P -0.00000 bar
46AB034	S	C01,P02,EXH,ET 41.85 sec,T 3.65 sec,P -0.00000 bar
C1AC034	S	C01,P02,EXH,ET 41.90 sec,T 3.60 sec,P -0.00000 bar
63AD034	S	C01,P02,EXH,ET 41.95 sec,T 3.55 sec,P 0.000000 bar
5AAE034	S	C01,P02,EXH,ET 42.00 sec,T 3.50 sec,P 0.000001 bar
FAAF034	S	C01,P02,EXH,ET 42.05 sec,T 3.45 sec,P 0.000000 bar
63B0034	S	C01,P02,EXH,ET 42.10 sec,T 3.40 sec,P 0.000000 bar
76B1034	S	C01,P02,EXH,ET 42.15 sec,T 3.35 sec,P 0.000002 bar
7CB2034	S	C01,P02,EXH,ET 42.20 sec,T 3.30 sec,P 0.000002 bar
9DB3034	S	C01,P02,EXH,ET 42.25 sec,T 3.25 sec,P 0.000001 bar
7FB4034	S	C01,P02,EXH,ET 42.30 sec,T 3.20 sec,P 0.000004 bar
B7B5034	S	C01,P02,EXH,ET 42.35 sec,T 3.15 sec,P 0.000004 bar
E6B6034	S	C01,P02,EXH,ET 42.40 sec,T 3.10 sec,P 0.000002 bar
07B7034	S	C01,P02,EXH,ET 42.45 sec,T 3.05 sec,P 0.000001 bar
70B8034	S	C01,P02,EXH,ET 42.50 sec,T 3.00 sec,P 0.000000 bar
5EB9034	S	C01,P02,EXH,ET 42.55 sec,T 2.95 sec,P -0.00000 bar
86BA034	S	C01,P02,EXH,ET 42.60 sec,T 2.90 sec,P -0.00000 bar
44BB034	S	C01,P02,EXH,ET 42.65 sec,T 2.85 sec,P -0.00000 bar
C3BC034	S	C01,P02,EXH,ET 42.70 sec,T 2.80 sec,P -0.00000 bar
A8BD034	S	C01,P02,EXH,ET 42.75 sec,T 2.75 sec,P -0.00000 bar
17BE034	S	C01,P02,EXH,ET 42.80 sec,T 2.70 sec,P -0.00000 bar
B7BF034	S	C01,P02,EXH,ET 42.85 sec,T 2.65 sec,P -0.00001 bar
BCC0034	S	C01,P02,EXH,ET 42.90 sec,T 2.60 sec,P -0.00001 bar
74C1034	S	C01,P02,EXH,ET 42.95 sec,T 2.55 sec,P -0.00001 bar
02C2034	S	C01,P02,EXH,ET 43.00 sec,T 2.50 sec,P -0.00001 bar
45C3034	S	C01,P02,EXH,ET 43.05 sec,T 2.45 sec,P -0.00001 bar
4AC4034	S	C01,P02,EXH,ET 43.10 sec,T 2.40 sec,P -0.00001 bar
9BC5034	S	C01,P02,EXH,ET 43.15 sec,T 2.35 sec,P -0.00001 bar
37C6034	S	C01,P02,EXH,ET 43.20 sec,T 2.30 sec,P -0.00002 bar
70C7034	S	C01,P02,EXH,ET 43.25 sec,T 2.25 sec,P -0.00002 bar
65C8034	S	C01,P02,EXH,ET 43.30 sec,T 2.20 sec,P -0.00002 bar
ADC9034	S	C01,P02,EXH,ET 43.35 sec,T 2.15 sec,P -0.00002 bar
65CA034	S	C01,P02,EXH,ET 43.40 sec,T 2.10 sec,P -0.00002 bar
A7CB034	S	C01,P02,EXH,ET 43.45 sec,T 2.05 sec,P -0.00002 bar
20CC034	S	C01,P02,EXH,ET 43.50 sec,T 2.00 sec,P -0.00002 bar
11CD034	S	C01,P02,EXH,ET 43.55 sec,T 1.95 sec,P -0.00002 bar
9ECE034	S	C01,P02,EXH,ET 43.60 sec,T 1.90 sec,P -0.00002 bar
3ECF034	S	C01,P02,EXH,ET 43.65 sec,T 1.85 sec,P -0.00003 bar
84D0034	S	C01,P02,EXH,ET 43.70 sec,T 1.80 sec,P -0.00003 bar
67D1034	S	C01,P02,EXH,ET 43.75 sec,T 1.75 sec,P -0.00003 bar
5DD2034	S	C01,P02,EXH,ET 43.80 sec,T 1.70 sec,P -0.00003 bar
1AD3034	S	C01,P02,EXH,ET 43.85 sec,T 1.65 sec,P -0.00003 bar
15D4034	S	C01,P02,EXH,ET 43.90 sec,T 1.60 sec,P -0.00003 bar
DDD5034	S	C01,P02,EXH,ET 43.95 sec,T 1.55 sec,P -0.00003 bar
54D6034	S	C01,P02,EXH,ET 44.00 sec,T 1.50 sec,P -0.00003 bar
3AD7034	S	C01,P02,EXH,ET 44.05 sec,T 1.45 sec,P -0.00004 bar
2FD8034	S	C01,P02,EXH,ET 44.10 sec,T 1.40 sec,P -0.00004 bar
FED9034	S	C01,P02,EXH,ET 44.15 sec,T 1.35 sec,P -0.00004 bar
26DA034	S	C01,P02,EXH,ET 44.20 sec,T 1.30 sec,P -0.00004 bar
E4DB034	S	C01,P02,EXH,ET 44.25 sec,T 1.25 sec,P -0.00004 bar
63DC034	S	C01,P02,EXH,ET 44.30 sec,T 1.20 sec,P -0.00004 bar
23DD034	S	C01,P02,EXH,ET 44.35 sec,T 1.15 sec,P -0.00004 bar
BCDE034	S	C01,P02,EXH,ET 44.40 sec,T 1.10 sec,P -0.00004 bar
7EDF034	S	C01,P02,EXH,ET 44.45 sec,T 1.05 sec,P -0.00004 bar
75E0034	S	C01,P02,EXH,ET 44.50 sec,T 1.00 sec,P -0.00004 bar
B9E1034	S	C01,P02,EXH,ET 44.55 sec,T 0.95 sec,P -0.00004 bar
B3E2034	S	C01,P02,EXH,ET 44.60 sec,T 0.90 sec,P -0.00004 bar
F4E3034	S	C01,P02,EXH,ET 44.65 sec,T 0.85 sec,P -0.00004 bar
FBE4034	S	C01,P02,EXH,ET 44.70 sec,T 0.80 sec,P -0.00004 bar
18E5034	S	C01,P02,EXH,ET 44.75 sec,T 0.75 sec,P -0.00004 bar
22E6034	S	C01,P02,EXH,ET 44.80 sec,T 0.70 sec,P -0.00004 bar
65E7034	S	C01,P02,EXH,ET 44.85 sec,T 0.65 sec,P -0.00004 bar
70E8034	S	C01,P02,EXH,ET 44.90 sec,T 0.60 sec,P -0.00004 bar
B8E9034	S	C01,P02,EXH,ET 44.95 sec,T 0.55 sec,P -0.00004 bar
1CEA034	S	C01,P02,EXH,ET 45.00 sec,T 0.50 sec,P -0.00004 bar
DEEB034	S	C01,P02,EXH,ET 45.05 sec,T 0.45 sec,P -0.00004 bar
59EC034	S	C01,P02,EXH,ET 45.10 sec,T 0.40 sec,P -0.00004 bar
00ED034	S	C01,P02,EXH,ET 45.15 sec,T 0.35 sec,P -0.00004 bar
8FEE034	S	C01,P02,EXH,ET 45.20 sec,T 0.30 sec,P -0.00004 bar
4DEF034	S	C01,P02,EXH,ET 45.25 sec,T 0.25 sec,P -0.00004 bar
D4F0034	S	C01,P02,EXH,ET 45.30 sec,T 0.20 sec,P -0.00004 bar
1CF1034	S	C01,P02,EXH,ET 45.35 sec,T 0.15 sec,P -0.00004 bar
06F2034	S	C01,P02,EXH,ET 45.40 sec,T 0.10 sec,P -0.00004 bar
41F3034	S	C01,P02,EXH,ET 45.45 sec,T 0.05 sec,P -0.00004 bar
66F4010	X	Stop Streaming
F1F50D2	R	C01 P02 14:03:16.350 05/07/24 0000003920 A  -  DPD   P  DL   61.380661 dPa    Pt    2.992463 bar    EDC   0.000000 dPa    LLL -6894.7583 dPa    HLL 6894.75830 dPa    FPR   2.993814 bar    LOF   0.000000 dPa  
84F6024	S	C01,P02,AR,ET 0.00 sec,T 60.00 sec
25F7014	U	Autorun: 2 cycles 
70F8024	S	C01,P02,AR,ET 0.05 sec,T 59.95 sec
62F9024	S	C01,P02,AR,ET 0.10 sec,T 59.90 sec
DBFA024	S	C01,P02,AR,ET 0.15 sec,T 59.85 sec
5CFB024	S	C01,P02,AR,ET 0.20 sec,T 59.80 sec
F4FC024	S	C01,P02,AR,ET 0.25 sec,T 59.75 sec
A2FD024	S	C01,P02,AR,ET 0.30 sec,T 59.70 sec
B3FE024	S	C01,P02,AR,ET 0.35 sec,T 59.65 sec
9CFF024	S	C01,P02,AR,ET 0.40 sec,T 59.60 sec
3000024	S	C01,P02,AR,ET 0.45 sec,T 59.55 sec
2201024	S	C01,P02,AR,ET 0.50 sec,T 59.50 sec
F202024	S	C01,P02,AR,ET 0.55 sec,T 59.45 sec
B403024	S	C01,P02,AR,ET 0.60 sec,T 59.40 sec
1704024	S	C01,P02,AR,ET 0.65 sec,T 59.35 sec
0505024	S	C01,P02,AR,ET 0.70 sec,T 59.30 sec
D506024	S	C01,P02,AR,ET 0.75 sec,T 59.25 sec
6C07024	S	C01,P02,AR,ET 0.80 sec,T 59.20 sec
6608024	S	C01,P02,AR,ET 0.85 sec,T 59.15 sec
7409024	S	C01,P02,AR,ET 0.90 sec,T 59.10 sec
CD0A024	S	C01,P02,AR,ET 0.95 sec,T 59.05 sec
650B024	S	C01,P02,AR,ET 1.00 sec,T 59.00 sec
280C024	S	C01,P02,AR,ET 1.05 sec,T 58.95 sec
7E0D024	S	C01,P02,AR,ET 1.10 sec,T 58.90 sec
6F0E024	S	C01,P02,AR,ET 1.15 sec,T 58.85 sec
E80F024	S	C01,P02,AR,ET 1.20 sec,T 58.80 sec
0610024	S	C01,P02,AR,ET 1.25 sec,T 58.75 sec
1411024	S	C01,P02,AR,ET 1.30 sec,T 58.70 sec
C412024	S	C01,P02,AR,ET 1.35 sec,T 58.65 sec
2A13024	S	C01,P02,AR,ET 1.40 sec,T 58.60 sec
2D14024	S	C01,P02,AR,ET 1.45 sec,T 58.55 sec
3F15024	S	C01,P02,AR,ET 1.50 sec,T 58.50 sec
EF16024	S	C01,P02,AR,ET 1.55 sec,T 58.45 sec
A917024	S	C01,P02,AR,ET 1.60 sec,T 58.40 sec
0718024	S	C01,P02,AR,ET 1.65 sec,T 58.35 sec
1519024	S	C01,P02,AR,ET 1.70 sec,T 58.30 sec
AC1A024	S	C01,P02,AR,ET 1.75 sec,T 58.25 sec
D41B024	S	C01,P02,AR,ET 1.80 sec,T 58.20 sec
971C024	S	C01,P02,AR,ET 1.85 sec,T 58.15 sec
C11D024	S	C01,P02,AR,ET 1.90 sec,T 58.10 sec
D01E024	S	C01,P02,AR,ET 1.95 sec,T 58.05 sec
201F024	S	C01,P02,AR,ET 2.00 sec,T 58.00 sec
322000A	U	Cleared 
7321024	S	C01,P02,AR,ET 2.05 sec,T 57.95 sec
A022024	S	C01,P02,AR,ET 2.10 sec,T 57.90 sec
B123024	S	C01,P02,AR,ET 2.15 sec,T 57.85 sec
B324024	S	C01,P02,AR,ET 2.20 sec,T 57.80 sec
1B25024	S	C01,P02,AR,ET 2.25 sec,T 57.75 sec
C826024	S	C01,P02,AR,ET 2.30 sec,T 57.70 sec
D927024	S	C01,P02,AR,ET 2.35 sec,T 57.65 sec
7E28024	S	C01,P02,AR,ET 2.40 sec,T 57.60 sec
3D29024	S	C01,P02,AR,ET 2.45 sec,T 57.55 sec
872A024	S	C01,P02,AR,ET 2.50 sec,T 57.50 sec
572B024	S	C01,P02,AR,ET 2.55 sec,T 57.45 sec
112C024	S	C01,P02,AR,ET 2.60 sec,T 57.40 sec
B22D024	S	C01,P02,AR,ET 2.65 sec,T 57.35 sec
A02E024	S	C01,P02,AR,ET 2.70 sec,T 57.30 sec
702F024	S	C01,P02,AR,ET 2.75 sec,T 57.25 sec
8F30024	S	C01,P02,AR,ET 2.80 sec,T 57.20 sec
CC31024	S	C01,P02,AR,ET 2.85 sec,T 57.15 sec
1F32024	S	C01,P02,AR,ET 2.90 sec,T 57.10 sec
0E33024	S	C01,P02,AR,ET 2.95 sec,T 57.05 sec
2334024	S	C01,P02,AR,ET 3.00 sec,T 57.00 sec
6E35024	S	C01,P02,AR,ET 3.05 sec,T 56.95 sec
BD36024	S	C01,P02,AR,ET 3.10 sec,T 56.90 sec
AC37024	S	C01,P02,AR,ET 3.15 sec,T 56.85 sec
A338024	S	C01,P02,AR,ET 3.20 sec,T 56.80 sec
0B39024	S	C01,P02,AR,ET 3.25 sec,T 56.75 sec
B13A024	S	C01,P02,AR,ET 3.30 sec,T 56.70 sec
613B024	S	C01,P02,AR,ET 3.35 sec,T 56.65 sec
8F3C024	S	C01,P02,AR,ET 3.40 sec,T 56.60 sec
883D024	S	C01,P02,AR,ET 3.45 sec,T 56.55 sec
9A3E024	S	C01,P02,AR,ET 3.50 sec,T 56.50 sec
4A3F024	S	C01,P02,AR,ET 3.55 sec,T 56.45 sec
9140024	S	C01,P02,AR,ET 3.60 sec,T 56.40 sec
7641024	S	C01,P02,AR,ET 3.65 sec,T 56.35 sec
A542024	S	C01,P02,AR,ET 3.70 sec,T 56.30 sec
B443024	S	C01,P02,AR,ET 3.75 sec,T 56.25 sec
4944024	S	C01,P02,AR,ET 3.80 sec,T 56.20 sec
0A45024	S	C01,P02,AR,ET 3.85 sec,T 56.15 sec
D946024	S	C01,P02,AR,ET 3.90 sec,T 56.10 sec
C847024	S	C01,P02,AR,ET 3.95 sec,T 56.05 sec
0048024	S	C01,P02,AR,ET 4.00 sec,T 56.00 sec
6B49024	S	C01,P02,AR,ET 4.05 sec,T 55.95 sec
D14A024	S	C01,P02,AR,ET 4.10 sec,T 55.90 sec
014B024	S	C01,P02,AR,ET 4.15 sec,T 55.85 sec
474C024	S	C01,P02,AR,ET 4.20 sec,T 55.80 sec
AB4D024	S	C01,P02,AR,ET 4.25 sec,T 55.75 sec
B94E024	S	C01,P02,AR,ET 4.30 sec,T 55.70 sec
694F024	S	C01,P02,AR,ET 4.35 sec,T 55.65 sec
C150024	S	C01,P02,AR,ET 4.40 sec,T 55.60 sec
8251024	S	C01,P02,AR,ET 4.45 sec,T 55.55 sec
5152024	S	C01,P02,AR,ET 4.50 sec,T 55.50 sec
4053024	S	C01,P02,AR,ET 4.55 sec,T 55.45 sec
4254024	S	C01,P02,AR,ET 4.60 sec,T 55.40 sec
A555024	S	C01,P02,AR,ET 4.65 sec,T 55.35 sec
7656024	S	C01,P02,AR,ET 4.70 sec,T 55.30 sec
6757024	S	C01,P02,AR,ET 4.75 sec,T 55.25 sec
9758024	S	C01,P02,AR,ET 4.80 sec,T 55.20 sec
D459024	S	C01,P02,AR,ET 4.85 sec,T 55.15 sec
6E5A024	S	C01,P02,AR,ET 4.90 sec,T 55.10 sec
BE5B024	S	C01,P02,AR,ET 4.95 sec,T 55.05 sec
D75C024	S	C01,P02,AR,ET 5.00 sec,T 55.00 sec
DE5D024	S	C01,P02,AR,ET 5.05 sec,T 54.95 sec
CC5E024	S	C01,P02,AR,ET 5.10 sec,T 54.90 sec
1C5F024	S	C01,P02,AR,ET 5.15 sec,T 54.85 sec
5560024	S	C01,P02,AR,ET 5.20 sec,T 54.80 sec
FD61024	S	C01,P02,AR,ET 5.25 sec,T 54.75 sec
2E62024	S	C01,P02,AR,ET 5.30 sec,T 54.70 sec
3F63024	S	C01,P02,AR,ET 5.35 sec,T 54.65 sec
9564024	S	C01,P02,AR,ET 5.40 sec,T 54.60 sec
D665024	S	C01,P02,AR,ET 5.45 sec,T 54.55 sec
0566024	S	C01,P02,AR,ET 5.50 sec,T 54.50 sec
1467024	S	C01,P02,AR,ET 5.55 sec,T 54.45 sec
1B68024	S	C01,P02,AR,ET 5.60 sec,T 54.40 sec
FC69024	S	C01,P02,AR,ET 5.65 sec,T 54.35 sec
466A024	S	C01,P02,AR,ET 5.70 sec,T 54.30 sec
966B024	S	C01,P02,AR,ET 5.75 sec,T 54.25 sec
2F6C024	S	C01,P02,AR,ET 5.80 sec,T 54.20 sec
286D024	S	C01,P02,AR,ET 5.85 sec,T 54.15 sec
3A6E024	S	C01,P02,AR,ET 5.90 sec,T 54.10 sec
EA6F024	S	C01,P02,AR,ET 5.95 sec,T 54.05 sec
9D70024	S	C01,P02,AR,ET 6.00 sec,T 54.00 sec
BA71024	S	C01,P02,AR,ET 6.05 sec,T 53.95 sec
6972024	S	C01,P02,AR,ET 6.10 sec,T 53.90 sec
7873024	S	C01,P02,AR,ET 6.15 sec,T 53.85 sec
7A74024	S	C01,P02,AR,ET 6.20 sec,T 53.80 sec
D275024	S	C01,P02,AR,ET 6.25 sec,T 53.75 sec
0176024	S	C01,P02,AR,ET 6.30 sec,T 53.70 sec
1077024	S	C01,P02,AR,ET 6.35 sec,T 53.65 sec
B778024	S	C01,P02,AR,ET 6.40 sec,T 53.60 sec
F479024	S	C01,P02,AR,ET 6.45 sec,T 53.55 sec
4E7A024	S	C01,P02,AR,ET 6.50 sec,T 53.50 sec
9E7B024	S	C01,P02,AR,ET 6.55 sec,T 53.45 sec
D87C024	S	C01,P02,AR,ET 6.60 sec,T 53.40 sec
7B7D024	S	C01,P02,AR,ET 6.65 sec,T 53.35 sec
697E024	S	C01,P02,AR,ET 6.70 sec,T 53.30 sec
B97F024	S	C01,P02,AR,ET 6.75 sec,T 53.25 sec
BE80024	S	C01,P02,AR,ET 6.80 sec,T 53.20 sec
FD81024	S	C01,P02,AR,ET 6.85 sec,T 53.15 sec
2E82024	S	C01,P02,AR,ET 6.90 sec,T 53.10 sec
3F83024	S	C01,P02,AR,ET 6.95 sec,T 53.05 sec
1284024	S	C01,P02,AR,ET 7.00 sec,T 53.00 sec
